Order_ID,Order_Date,Product,Category,Sales,City
ORD45285,2025-05-19,Dog Leash,Accessories,4879.45,Ahmedabad
ORD71099,2025-09-06,Pet Nail Clipper,Grooming,2343.06,Delhi
ORD16009,2024-09-25,Pet Bed,Accessories,1251.96,Delhi
ORD19794,2024-12-14,Cat Food,Food,2761.71,Delhi
ORD98465,2025-02-24,Pet Blanket,Accessories,4639.43,Kolkata
ORD73791,2025-01-29,Chew Toy,Toys,1348.48,Unknown
ORD61262,2025-03-28,Dog Food,Food,1987.82,Chennai
ORD31597,2026-02-14,Pet Bed,Accessories,4976.23,Visakhapatnam
ORD91800,2025-02-21,Pet Grooming Brush,Grooming,722.66,Chennai
ORD65804,2025-03-07,Pet Feeding Bowl,Accessories,1961.19,Delhi
ORD99156,2024-03-24,Dog Shampoo,Grooming,687.09,Ahmedabad
ORD76864,2024-03-29,Pet Grooming Brush,Grooming,0,Chennai
ORD58425,2025-10-16,Dog Collar,Accessories,0,Visakhapatnam
ORD61332,2025-04-09,Fish Tank,Habitat,2401.46,Hyderabad
ORD91524,2025-03-26,Pet Bed,Accessories,0,Delhi
ORD17424,2024-12-09,Pet Carrier,Habitat,3357.6,Unknown
ORD85033,2024-03-28,Bird Cage,Habitat,4625.16,Mumbai
ORD96994,2025-09-09,Cat Collar,Accessories,2721.94,Chennai
ORD37040,2025-08-06,Chew Toy,Toys,2800.36,Hyderabad
ORD79298,2025-08-22,Pet Carrier,Habitat,599.05,Chennai
ORD93305,2024-05-31,Cat Food,Food,4581,Ahmedabad
ORD50411,2025-07-06,Dog Collar,Accessories,1511.17,Ahmedabad
ORD42314,2025-03-29,Dog Leash,Accessories,243.67,Mumbai
ORD40899,2025-11-12,Cat Food,Food,4308.92,Visakhapatnam
ORD17755,2024-03-21,Pet Blanket,Accessories,4483.74,Delhi
ORD59656,2024-05-04,Dog Shampoo,Grooming,4808.91,Bangalore
ORD13086,2024-04-28,Dog Collar,Accessories,1303.64,Bangalore
ORD47436,2026-06-03,Bird Food,Food,0,Unknown
ORD10648,2025-10-27,Chew Toy,Toys,3960.75,Chennai
ORD74585,2024-11-17,Pet Bed,Accessories,3734.66,Coimbatore
ORD43934,2024-06-13,Dog Food,Food,2359.24,Mumbai
ORD62741,2024-08-15,Fish Food,Food,3182.09,Mumbai
ORD36788,2025-01-06,Bird Food,Food,1958.26,Mumbai
ORD29900,2025-11-12,Chew Toy,Toys,1024.11,Delhi
ORD88956,2025-09-01,Bird Cage,Habitat,4791.08,Ahmedabad
ORD68393,2025-09-14,Cat Food,Food,3977.34,Delhi
ORD60553,2024-05-23,Fish Tank,Unknown,0,Mumbai
ORD63875,2025-01-09,Cat Food,Food,2770.99,Kolkata
ORD51400,2024-10-09,Cat Collar,Accessories,3066.64,Bangalore
ORD76709,2024-11-02,Cat Shampoo,Grooming,4347.51,Hyderabad
ORD61042,2024-09-25,Cat Food,Food,400.48,Unknown
ORD89059,2024-10-24,Pet Feeding Bowl,Accessories,4928.62,Coimbatore
ORD56377,2025-01-10,Pet Carrier,Habitat,3656.46,Ahmedabad
ORD89387,2025-06-03,Chew Toy,Toys,3257.73,Bangalore
ORD63022,2026-08-01,Dog Collar,Accessories,2211.17,Delhi
ORD31188,2025-04-09,Dog Shampoo,Grooming,4939.69,Visakhapatnam
ORD88315,2024-03-28,Pet Blanket,Unknown,1981.61,Coimbatore
ORD20739,2025-08-05,Pet Blanket,Accessories,4167.14,Bangalore
ORD66017,2024-08-20,Cat Toy Mouse,Toys,0,Chennai
ORD19375,2024-12-28,Dog Food,Food,4130.76,Visakhapatnam
ORD91303,2025-01-14,Pet Nail Clipper,Grooming,2857,Ahmedabad
ORD40266,2025-02-16,Fish Tank,Habitat,3522.36,Pune
ORD45255,2025-12-13,Pet Feeding Bowl,Accessories,1336.44,Delhi
ORD32665,2025-10-02,Bird Cage,Habitat,0,Hyderabad
ORD59287,2025-09-04,Dog Shampoo,Grooming,2905.25,Ahmedabad
ORD58109,2024-05-31,Dog Food,Food,3609.54,Mumbai
ORD34503,2024-11-19,Fish Food,Food,965.51,Hyderabad
ORD87439,2025-02-07,Pet Carrier,Habitat,1101.7,Visakhapatnam
ORD26884,2025-05-09,Dog Collar,Accessories,1442.43,Unknown
ORD28526,2024-12-05,Bird Cage,Unknown,3356.55,Coimbatore
ORD22719,2024-09-07,Cat Toy Mouse,Toys,513.01,Unknown
ORD70419,2025-04-07,Cat Food,Food,330.11,Delhi
ORD37657,2025-11-01,Pet Grooming Brush,Grooming,2881.42,Hyderabad
ORD24120,2025-05-02,Fish Food,Food,1370,Unknown
ORD36357,2026-01-18,Dog Food,Food,0,Kolkata
ORD59902,2025-02-22,Dog Toy Ball,Toys,338.51,Delhi
ORD42567,2025-04-26,Pet Nail Clipper,Grooming,2660.54,Mumbai
ORD15305,2026-02-13,Pet Feeding Bowl,Accessories,2032.82,Bangalore
ORD88963,2025-01-26,Dog Toy Ball,Toys,1815.9,Bangalore
ORD28951,2026-08-03,Cat Collar,Accessories,0,Bangalore
ORD15177,2025-12-15,Pet Carrier,Habitat,300.68,Bangalore
ORD62170,2025-03-22,Dog Toy Ball,Toys,4408.28,Mumbai
ORD70930,2024-08-17,Cat Food,Food,2480.62,Bangalore
ORD51605,2024-04-18,Cat Shampoo,Grooming,1365.88,Kolkata
ORD36539,2024-07-31,Pet Grooming Brush,Grooming,4132.91,Delhi
ORD24200,2026-01-28,Fish Food,Food,231.18,Bangalore
ORD34131,2024-04-22,Pet Blanket,Accessories,646.66,Ahmedabad
ORD19415,2025-02-07,Dog Leash,Accessories,590.97,Delhi
ORD95752,2025-10-06,Bird Food,Food,4534.46,Chennai
ORD67460,2025-06-13,Pet Nail Clipper,Grooming,280.69,Kolkata
ORD28999,2026-01-19,Dog Food,Food,375.61,Delhi
ORD13099,2024-11-04,Fish Tank,Habitat,1810.02,Delhi
ORD72155,2024-09-28,Chew Toy,Toys,269.92,Chennai
ORD13757,2025-01-08,Pet Nail Clipper,Grooming,605.61,Delhi
ORD82250,2025-12-20,Pet Grooming Brush,Grooming,4151.74,Visakhapatnam
ORD37228,2025-09-04,Pet Blanket,Accessories,624.23,Ahmedabad
ORD26432,2026-01-04,Pet Blanket,Accessories,3602.52,Pune
ORD45831,2024-09-12,Dog Shampoo,Grooming,1099.56,Hyderabad
ORD69180,2024-11-24,Unknown Product,Grooming,635.42,Kolkata
ORD60750,2025-11-12,Pet Carrier,Habitat,4452.75,Kolkata
ORD69678,2025-06-03,Dog Shampoo,Grooming,789.93,Chennai
ORD24230,2025-05-12,Cat Food,Food,3206.03,Bangalore
ORD71983,2024-12-18,Pet Nail Clipper,Grooming,3140.35,Delhi
ORD53708,2024-06-07,Cat Food,Food,4390.02,Bangalore
ORD60672,2024-06-30,Dog Shampoo,Grooming,4445.79,Coimbatore
ORD44236,2026-02-23,Cat Collar,Accessories,1405.75,Mumbai
ORD56193,2024-09-06,Cat Shampoo,Grooming,4319.26,Mumbai
ORD92330,2025-03-03,Pet Feeding Bowl,Accessories,3776.57,Bangalore
ORD63140,2025-06-16,Unknown Product,Accessories,3062.11,Kolkata
ORD46009,2024-07-31,Dog Shampoo,Grooming,4648.08,Unknown
ORD52680,2025-09-12,Bird Cage,Unknown,454.05,Pune
ORD97263,2025-12-25,Pet Feeding Bowl,Accessories,2691.85,Unknown
ORD23729,2026-01-22,Pet Blanket,Accessories,768.62,Hyderabad
ORD62700,2025-10-27,Dog Toy Ball,Unknown,2963.66,Ahmedabad
ORD94957,2025-05-16,Pet Nail Clipper,Grooming,2655.64,Delhi
ORD37509,2025-01-11,Fish Tank,Habitat,2415.04,Ahmedabad
ORD41742,2024-05-27,Pet Blanket,Accessories,4801.29,Visakhapatnam
ORD47773,2024-03-15,Pet Feeding Bowl,Accessories,3827.12,Delhi
ORD62147,2025-12-14,Cat Shampoo,Grooming,0,Coimbatore
ORD47841,2024-07-07,Dog Food,Food,4238.99,Pune
ORD61379,2025-07-31,Dog Leash,Accessories,3078.79,Chennai
ORD98163,2025-10-12,Dog Leash,Accessories,2210.68,Visakhapatnam
ORD63629,2025-05-13,Unknown Product,Toys,2434.75,Pune
ORD84274,2024-09-14,Unknown Product,Toys,3801.18,Coimbatore
ORD65609,2024-10-01,Pet Carrier,Habitat,3359.29,Delhi
ORD46144,2025-05-17,Cat Shampoo,Grooming,315.28,Kolkata
ORD42018,2025-04-23,Dog Shampoo,Grooming,1645.84,Delhi
ORD80121,2024-03-23,Pet Grooming Brush,Grooming,556.09,Pune
ORD15988,2024-08-21,Bird Cage,Habitat,829.84,Chennai
ORD27805,2026-03-08,Pet Grooming Brush,Grooming,4168.14,Unknown
ORD88378,2024-11-16,Fish Tank,Habitat,4942.38,Mumbai
ORD40880,2026-01-27,Dog Shampoo,Grooming,3195.38,Coimbatore
ORD92159,2024-01-09,Dog Collar,Accessories,2341.53,Delhi
ORD73341,2024-12-26,Pet Nail Clipper,Grooming,2253.67,Pune
ORD90678,2024-03-28,Pet Nail Clipper,Grooming,707.3,Kolkata
ORD68535,2024-08-15,Pet Blanket,Accessories,2824.71,Mumbai
ORD47816,2025-06-25,Cat Shampoo,Grooming,911.06,Chennai
ORD29216,2026-02-12,Chew Toy,Toys,3491.96,Mumbai
ORD51682,2024-04-08,Cat Shampoo,Grooming,4790.61,Delhi
ORD34025,2024-09-10,Cat Shampoo,Grooming,2472.94,Visakhapatnam
ORD81647,2024-09-13,Dog Toy Ball,Toys,2891.97,Bangalore
ORD95070,2025-05-27,Dog Shampoo,Grooming,1541.29,Chennai
ORD50131,2024-02-09,Cat Toy Mouse,Toys,1968.92,Delhi
ORD36965,2025-11-10,Fish Tank,Habitat,582.74,Coimbatore
ORD82940,2024-12-07,Dog Shampoo,Grooming,3027.39,Kolkata
ORD52686,2025-06-23,Dog Collar,Accessories,986.44,Bangalore
ORD82881,2026-02-16,Pet Grooming Brush,Grooming,1920.01,Delhi
ORD79787,2025-11-20,Pet Blanket,Accessories,3789.1,Pune
ORD10833,2025-06-09,Unknown Product,Accessories,3734.12,Unknown
ORD41250,2025-02-15,Dog Leash,Accessories,4123.52,Ahmedabad
ORD70516,2025-09-29,Dog Food,Food,2078.85,Ahmedabad
ORD28553,2025-01-23,Cat Collar,Accessories,702.18,Pune
ORD41476,2024-05-03,Cat Collar,Accessories,651.21,Visakhapatnam
ORD52491,2024-04-17,Fish Food,Food,3163.23,Kolkata
ORD98671,2025-04-23,Cat Food,Food,1022.62,Mumbai
ORD42073,2025-10-16,Cat Food,Food,2731.75,Visakhapatnam
ORD44907,2024-05-03,Dog Toy Ball,Toys,0,Visakhapatnam
ORD48252,2026-02-11,Cat Shampoo,Grooming,2970.2,Chennai
ORD75810,2024-10-05,Cat Collar,Accessories,1410.36,Chennai
ORD62033,2025-02-11,Bird Food,Food,655.34,Pune
ORD63352,2026-01-16,Chew Toy,Toys,3429.67,Kolkata
ORD61883,2024-04-04,Pet Nail Clipper,Grooming,4187.08,Pune
ORD32671,2024-07-06,Bird Food,Food,3347.96,Chennai
ORD32124,2024-07-29,Pet Grooming Brush,Grooming,1937.2,Ahmedabad
ORD91906,2025-10-04,Fish Tank,Habitat,1310.48,Kolkata
ORD79810,2025-12-06,Dog Toy Ball,Toys,2985.41,Delhi
ORD32299,2024-03-29,Cat Toy Mouse,Unknown,673.31,Bangalore
ORD69607,2024-09-20,Pet Grooming Brush,Unknown,231.92,Hyderabad
ORD60284,2024-07-23,Fish Tank,Habitat,2690.65,Ahmedabad
ORD68910,2024-12-23,Pet Blanket,Accessories,3046.39,Bangalore
ORD88389,2025-06-10,Cat Shampoo,Grooming,3906.36,Mumbai
ORD82739,2024-11-28,Fish Food,Food,449.14,Kolkata
ORD93525,2025-05-18,Fish Food,Food,4970.22,Mumbai
ORD20140,2024-09-10,Cat Collar,Accessories,0,Chennai
ORD65029,2025-07-27,Pet Feeding Bowl,Accessories,825.33,Delhi
ORD39546,2025-12-20,Cat Collar,Accessories,4066.89,Hyderabad
ORD81880,2024-12-31,Bird Food,Food,4637.82,Hyderabad
ORD75822,2024-08-30,Dog Shampoo,Grooming,3727.51,Coimbatore
ORD75701,2024-07-22,Pet Blanket,Accessories,3990.44,Kolkata
ORD66243,2025-01-09,Dog Food,Food,505.17,Mumbai
ORD25986,2024-10-24,Pet Blanket,Accessories,4822.09,Bangalore
ORD26169,2025-06-04,Dog Collar,Accessories,4519.6,Kolkata
ORD20071,2024-12-23,Pet Feeding Bowl,Accessories,2102.03,Chennai
ORD50846,2025-05-12,Unknown Product,Unknown,1586.51,Unknown
ORD35393,2026-01-13,Pet Feeding Bowl,Accessories,2679.93,Visakhapatnam
ORD60141,2024-04-04,Pet Blanket,Accessories,1599.13,Coimbatore
ORD26792,2024-03-28,Pet Bed,Accessories,2004.84,Visakhapatnam
ORD87197,2025-07-14,Pet Grooming Brush,Grooming,4335.79,Visakhapatnam
ORD91219,2025-06-13,Unknown Product,Accessories,387.5,Coimbatore
ORD64112,2024-07-09,Dog Leash,Accessories,4958.95,Bangalore
ORD46653,2024-02-06,Dog Collar,Accessories,1513.44,Ahmedabad
ORD12852,2025-03-08,Fish Tank,Habitat,1241.45,Pune
ORD17612,2025-02-22,Bird Cage,Habitat,1389.47,Mumbai
ORD88919,2024-11-24,Dog Collar,Accessories,1697.4,Ahmedabad
ORD52762,2025-10-19,Pet Feeding Bowl,Accessories,1803.1,Bangalore
ORD96787,2024-03-21,Dog Leash,Accessories,3669.05,Hyderabad
ORD91317,2025-08-10,Fish Tank,Habitat,4457.45,Chennai
ORD37142,2025-03-16,Dog Food,Food,1988.28,Pune
ORD35868,2024-10-02,Cat Food,Food,3083.74,Hyderabad
ORD53066,2025-11-20,Dog Food,Food,244.81,Visakhapatnam
ORD74292,2025-04-17,Fish Food,Food,1340.27,Coimbatore
ORD15064,2024-10-20,Dog Food,Food,243.7,Visakhapatnam
ORD78344,2025-07-20,Fish Food,Food,4668.44,Pune
ORD16814,2026-02-19,Pet Bed,Accessories,608.43,Ahmedabad
ORD59391,2025-01-18,Cat Collar,Accessories,3549.52,Chennai
ORD39444,2025-04-03,Cat Collar,Accessories,2216.03,Mumbai
ORD16591,2024-08-05,Pet Blanket,Accessories,3999.9,Mumbai
ORD33761,2025-05-09,Pet Feeding Bowl,Accessories,201.13,Coimbatore
ORD45855,2025-07-15,Bird Cage,Habitat,4313.37,Coimbatore
ORD87899,2024-06-09,Dog Collar,Accessories,1667.67,Chennai
ORD98537,2024-10-28,Pet Carrier,Habitat,2851.14,Ahmedabad
ORD54638,2024-09-02,Chew Toy,Toys,0,Coimbatore
ORD96891,2024-08-28,Bird Food,Food,2183.02,Chennai
ORD19849,2025-03-02,Pet Nail Clipper,Unknown,1127.49,Bangalore
ORD48560,2025-10-26,Bird Food,Food,874.89,Pune
ORD31121,2025-03-12,Dog Shampoo,Grooming,1106.08,Unknown
ORD75556,2024-12-03,Cat Collar,Accessories,3511.15,Ahmedabad
ORD82382,2024-08-12,Unknown Product,Unknown,4404.1,Chennai
ORD71386,2024-07-05,Pet Bed,Accessories,2127.43,Coimbatore
ORD84995,2026-03-04,Pet Grooming Brush,Grooming,2200,Coimbatore
ORD33286,2025-01-27,Dog Food,Food,916.03,Unknown
ORD31461,2024-10-08,Dog Food,Food,2206.93,Coimbatore
ORD68585,2025-08-01,Dog Toy Ball,Toys,280.77,Kolkata
ORD90451,2025-12-20,Pet Blanket,Accessories,202.31,Ahmedabad
ORD89248,2026-01-06,Dog Food,Food,2217.37,Bangalore
ORD64913,2025-06-16,Bird Food,Food,4036.55,Chennai
ORD91852,2025-11-02,Pet Bed,Accessories,4056.47,Chennai
ORD68815,2025-01-19,Dog Toy Ball,Unknown,1453.58,Coimbatore
ORD68602,2026-02-13,Dog Shampoo,Grooming,1453.31,Pune
ORD63371,2024-08-20,Chew Toy,Toys,3700.4,Unknown
ORD45821,2025-05-05,Cat Food,Unknown,2058.28,Pune
ORD61000,2024-08-28,Dog Collar,Accessories,778.75,Mumbai
ORD88339,2025-01-14,Dog Collar,Unknown,1446.22,Visakhapatnam
ORD17057,2025-06-20,Cat Shampoo,Grooming,4254.59,Hyderabad
ORD77332,2024-10-28,Dog Toy Ball,Toys,353.24,Pune
ORD80503,2026-01-24,Cat Shampoo,Grooming,4031.36,Bangalore
ORD12677,2026-01-25,Bird Cage,Habitat,3724.91,Bangalore
ORD15742,2026-02-26,Pet Carrier,Habitat,3519.1,Chennai
ORD55020,2025-09-16,Fish Tank,Habitat,3508.6,Delhi
ORD48517,2026-01-21,Cat Collar,Accessories,3247.03,Delhi
ORD24146,2025-10-05,Cat Toy Mouse,Toys,0,Chennai
ORD90748,2025-07-28,Dog Collar,Accessories,4648.38,Kolkata
ORD77399,2025-03-27,Pet Bed,Accessories,4774.2,Hyderabad
ORD39777,2024-11-06,Pet Feeding Bowl,Accessories,2535.6,Ahmedabad
ORD21114,2024-06-07,Fish Tank,Habitat,3766.47,Unknown
ORD86896,2025-02-19,Cat Toy Mouse,Toys,3761.44,Unknown
ORD36779,2025-01-20,Dog Collar,Accessories,3851.74,Visakhapatnam
ORD37624,2024-04-19,Fish Tank,Habitat,1679.56,Coimbatore
ORD29480,2025-01-22,Cat Collar,Accessories,654.94,Pune
ORD71052,2024-03-28,Dog Toy Ball,Toys,3891.41,Bangalore
ORD64413,2025-10-04,Pet Feeding Bowl,Accessories,2926.4,Ahmedabad
ORD96362,2024-12-20,Bird Food,Food,3858.76,Mumbai
ORD90639,2025-05-04,Bird Food,Food,2148.35,Chennai
ORD40982,2024-03-16,Dog Toy Ball,Toys,0,Unknown
ORD28732,2024-09-14,Dog Food,Food,203.03,Delhi
ORD38799,2024-12-04,Cat Collar,Accessories,816.6,Bangalore
ORD37390,2025-05-20,Dog Toy Ball,Toys,2322.49,Pune
ORD14281,2025-09-28,Chew Toy,Toys,3845.19,Mumbai
ORD27876,2025-06-11,Cat Food,Food,4447.13,Bangalore
ORD51917,2024-03-12,Pet Nail Clipper,Grooming,837.41,Ahmedabad
ORD92421,2025-04-08,Dog Toy Ball,Toys,3243.91,Unknown
ORD55017,2025-06-09,Pet Carrier,Habitat,0,Unknown
ORD27768,2025-09-30,Dog Food,Unknown,2831.85,Bangalore
ORD31220,2025-10-18,Pet Nail Clipper,Grooming,2023.15,Chennai
ORD21424,2024-04-28,Pet Nail Clipper,Grooming,4987.64,Bangalore
ORD57690,2025-06-25,Pet Nail Clipper,Grooming,2911.77,Bangalore
ORD28009,2024-09-07,Dog Toy Ball,Toys,4167.59,Pune
ORD13687,2026-01-03,Dog Shampoo,Grooming,1738.45,Pune
ORD49459,2024-05-08,Dog Food,Food,4070.33,Chennai
ORD46531,2024-12-30,Dog Shampoo,Grooming,1285.3,Coimbatore
ORD80157,2024-12-02,Pet Feeding Bowl,Accessories,1788.36,Delhi
ORD56050,2024-08-04,Cat Toy Mouse,Toys,4142.3,Chennai
ORD82370,2025-05-05,Fish Food,Food,3335.38,Ahmedabad
ORD98515,2024-04-30,Bird Food,Food,1079.16,Coimbatore
ORD72808,2024-04-27,Pet Bed,Accessories,4720.5,Hyderabad
ORD30247,2025-02-02,Unknown Product,Accessories,431.83,Delhi
ORD96879,2024-10-01,Dog Collar,Accessories,1755.34,Kolkata
ORD95462,2025-07-29,Pet Grooming Brush,Grooming,2736.12,Chennai
ORD53346,2025-10-03,Bird Cage,Habitat,1805.11,Kolkata
ORD95650,2025-10-28,Cat Food,Unknown,4664.62,Pune
ORD61924,2025-11-09,Pet Carrier,Habitat,1179.78,Delhi
ORD98378,2024-03-15,Unknown Product,Grooming,1489.36,Visakhapatnam
ORD59887,2025-04-06,Cat Collar,Accessories,1425.09,Chennai
ORD48248,2025-09-01,Cat Collar,Accessories,4376.17,Chennai
ORD88540,2025-06-29,Cat Collar,Accessories,4746.28,Ahmedabad
ORD98598,2025-10-09,Pet Grooming Brush,Grooming,3397.37,Chennai
ORD84252,2024-11-02,Pet Feeding Bowl,Accessories,403.16,Delhi
ORD10006,2025-02-27,Pet Nail Clipper,Grooming,3849.23,Pune
ORD48331,2024-12-17,Dog Leash,Accessories,3078.46,Kolkata
ORD68993,2024-10-11,Bird Cage,Habitat,2784.33,Bangalore
ORD45130,2026-02-22,Dog Food,Food,214.38,Pune
ORD86103,2024-07-09,Cat Toy Mouse,Toys,2137.16,Visakhapatnam
ORD23463,2025-06-22,Dog Collar,Accessories,2518.16,Visakhapatnam
ORD66745,2025-03-01,Unknown Product,Toys,1442.36,Visakhapatnam
