Order_ID,Order_Date,Product,Category,Sales,City
ORD80257,17-05-2024,Pet Feeding Bowl,Accessories,4760.82,Ahmedabad
ORD86411,21-04-2025,Dog Leash,Accessories,3532.73,Hyderabad
ORD43936,23-05-2024,Pet Bed,Accessories,947.74,Pune
ORD50484,06-07-2025,Dog Leash,Accessories,2124.2,Ahmedabad
ORD22969,20-01-2026,Dog Shampoo,Grooming,4520.74,Chennai
ORD24311,05-12-2025,Pet Blanket,Accessories,2072.42,Ahmedabad
ORD15565,04-07-2024,Pet Feeding Bowl,Accessories,4653.51,Bangalore
ORD45885,25-11-2024,Pet Carrier,Habitat,2492.83,Bangalore
ORD39363,08-05-2025,Cat Shampoo,Grooming,483.42,Chennai
ORD38709,04-12-2025,Bird Food,Food,1796.52,Bangalore
ORD38012,02-11-2025,Fish Food,Food,820.12,Mumbai
ORD99904,15-08-2024,Bird Cage,Habitat,750.23,Pune
ORD41910,27-09-2024,Bird Cage,Habitat,4939.68,Mumbai
ORD27213,11-11-2024,Pet Nail Clipper,Grooming,2489.51,Pune
ORD12300,14-01-2025,Bird Food,Food,2955.51,Chennai
ORD86288,01-03-2026,Dog Toy Ball,Toys,1452.29,Visakhapatnam
ORD24033,15-12-2025,Cat Food,Food,3305.19,Hyderabad
ORD43472,10-06-2024,Pet Carrier,Habitat,2874.07,Chennai
ORD50866,07-02-2026,Pet Carrier,Habitat,2367.3,Mumbai
ORD49394,25-12-2025,Cat Shampoo,Grooming,2715.74,Pune
ORD78199,18-09-2024,Pet Blanket,Accessories,2413.19,Mumbai
ORD46061,26-02-2026,Pet Carrier,Habitat,4878.84,Kolkata
ORD18821,12-06-2025,Dog Toy Ball,Toys,2431.76,Ahmedabad
ORD74336,26-05-2024,Dog Toy Ball,Toys,2544.91,Delhi
ORD92793,07-05-2024,Cat Collar,Accessories,2711.48,Pune
ORD99655,23-03-2025,Pet Grooming Brush,Grooming,3928.36,Kolkata
ORD64806,26-06-2024,Cat Food,Food,4057.42,Pune
ORD78710,10-08-2024,Cat Toy Mouse,Toys,2431.76,Bangalore
ORD62481,14-01-2026,Cat Toy Mouse,Accessories,1309.78,Visakhapatnam
ORD31205,13-09-2024,Fish Food,Food,2475.52,Mumbai
ORD33102,31-10-2024,Cat Toy Mouse,Toys,2851.81,Chennai
ORD92790,13-01-2025,Pet Blanket,Accessories,1577.51,Pune
ORD35989,08-01-2025,Pet Grooming Brush,Grooming,4414.25,Pune
ORD41799,05-07-2025,Pet Bed,Accessories,4656.06,Pune
ORD97159,09-12-2025,Fish Food,Food,4387.13,Bangalore
ORD45285,19-05-2025,Dog Leash,Accessories,4879.45,Ahmedabad
ORD71099,06-09-2025,Pet Nail Clipper,Grooming,2343.06,Delhi
ORD16009,25-09-2024,Pet Bed,Accessories,1251.96,Delhi
ORD19794,14-12-2024,Cat Food,Food,2761.71,Delhi
ORD98465,24-02-2025,Pet Blanket,Accessories,4639.43,Kolkata
ORD73791,29-01-2025,Chew Toy,Toys,1348.48,Pune
ORD61262,28-03-2025,Dog Food,Food,1987.82,Chennai
ORD31597,14-02-2026,Pet Bed,Accessories,4976.23,Visakhapatnam
ORD91800,21-02-2025,Pet Grooming Brush,Grooming,722.66,Chennai
ORD65804,07-03-2025,Pet Feeding Bowl,Accessories,1961.19,Delhi
ORD99156,24-03-2024,Dog Shampoo,Grooming,687.09,Ahmedabad
ORD76864,29-03-2024,Pet Grooming Brush,Grooming,2462.57,Chennai
ORD58425,16-10-2025,Dog Collar,Accessories,2441.89,Visakhapatnam
ORD61332,09-04-2025,Fish Tank,Habitat,2401.46,Hyderabad
ORD91524,26-03-2025,Pet Bed,Accessories,2441.89,Delhi
ORD17424,09-12-2024,Pet Carrier,Habitat,3357.6,Pune
ORD85033,28-03-2024,Bird Cage,Habitat,4625.16,Mumbai
ORD96994,09-09-2025,Cat Collar,Accessories,2721.94,Chennai
ORD37040,06-08-2025,Chew Toy,Toys,2800.36,Hyderabad
ORD79298,22-08-2025,Pet Carrier,Habitat,599.05,Chennai
ORD93305,31-05-2024,Cat Food,Food,4581,Ahmedabad
ORD50411,06-07-2025,Dog Collar,Accessories,1511.17,Ahmedabad
ORD42314,29-03-2025,Dog Leash,Accessories,243.67,Mumbai
ORD40899,12-11-2025,Cat Food,Food,4308.92,Visakhapatnam
ORD17755,21-03-2024,Pet Blanket,Accessories,4483.74,Delhi
ORD59656,04-05-2024,Dog Shampoo,Grooming,4808.91,Bangalore
ORD13086,28-04-2024,Dog Collar,Accessories,1303.64,Bangalore
ORD47436,03-06-2026,Bird Food,Food,2475.52,Pune
ORD10648,27-10-2025,Chew Toy,Toys,3960.75,Chennai
ORD74585,17-11-2024,Pet Bed,Accessories,3734.66,Coimbatore
ORD43934,13-06-2024,Dog Food,Food,2359.24,Mumbai
ORD62741,15-08-2024,Fish Food,Food,3182.09,Mumbai
ORD36788,06-01-2025,Bird Food,Food,1958.26,Mumbai
ORD29900,12-11-2025,Chew Toy,Toys,1024.11,Delhi
ORD88956,01-09-2025,Bird Cage,Habitat,4791.08,Ahmedabad
ORD68393,14-09-2025,Cat Food,Food,3977.34,Delhi
ORD60553,23-05-2024,Fish Tank,Accessories,2441.89,Mumbai
ORD63875,09-01-2025,Cat Food,Food,2770.99,Kolkata
ORD51400,09-10-2024,Cat Collar,Accessories,3066.64,Bangalore
ORD76709,02-11-2024,Cat Shampoo,Grooming,4347.51,Hyderabad
ORD61042,25-09-2024,Cat Food,Food,400.48,Pune
ORD89059,24-10-2024,Pet Feeding Bowl,Accessories,4928.62,Coimbatore
ORD56377,10-01-2025,Pet Carrier,Habitat,3656.46,Ahmedabad
ORD89387,03-06-2025,Chew Toy,Toys,3257.73,Bangalore
ORD63022,01-08-2026,Dog Collar,Accessories,2211.17,Delhi
ORD31188,09-04-2025,Dog Shampoo,Grooming,4939.69,Visakhapatnam
ORD88315,28-03-2024,Pet Blanket,Accessories,1981.61,Coimbatore
ORD20739,05-08-2025,Pet Blanket,Accessories,4167.14,Bangalore
ORD66017,20-08-2024,Cat Toy Mouse,Toys,2431.76,Chennai
ORD19375,28-12-2024,Dog Food,Food,4130.76,Visakhapatnam
ORD91303,14-01-2025,Pet Nail Clipper,Grooming,2857,Ahmedabad
ORD40266,16-02-2025,Fish Tank,Habitat,3522.36,Pune
ORD45255,13-12-2025,Pet Feeding Bowl,Accessories,1336.44,Delhi
ORD32665,02-10-2025,Bird Cage,Habitat,2468.34,Hyderabad
ORD59287,04-09-2025,Dog Shampoo,Grooming,2905.25,Ahmedabad
ORD58109,31-05-2024,Dog Food,Food,3609.54,Mumbai
ORD34503,19-11-2024,Fish Food,Food,965.51,Hyderabad
ORD87439,07-02-2025,Pet Carrier,Habitat,1101.7,Visakhapatnam
ORD26884,09-05-2025,Dog Collar,Accessories,1442.43,Pune
ORD28526,05-12-2024,Bird Cage,Accessories,3356.55,Coimbatore
ORD22719,07-09-2024,Cat Toy Mouse,Toys,513.01,Pune
ORD70419,07-04-2025,Cat Food,Food,330.11,Delhi
ORD37657,01-11-2025,Pet Grooming Brush,Grooming,2881.42,Hyderabad
ORD24120,02-05-2025,Fish Food,Food,1370,Pune
ORD36357,18-01-2026,Dog Food,Food,2475.52,Kolkata
ORD59902,22-02-2025,Dog Toy Ball,Toys,338.51,Delhi
ORD42567,26-04-2025,Pet Nail Clipper,Grooming,2660.54,Mumbai
ORD15305,13-02-2026,Pet Feeding Bowl,Accessories,2032.82,Bangalore
ORD88963,26-01-2025,Dog Toy Ball,Toys,1815.9,Bangalore
ORD28951,03-08-2026,Cat Collar,Accessories,2441.89,Bangalore
ORD15177,15-12-2025,Pet Carrier,Habitat,300.68,Bangalore
ORD62170,22-03-2025,Dog Toy Ball,Toys,4408.28,Mumbai
ORD70930,17-08-2024,Cat Food,Food,2480.62,Bangalore
ORD51605,18-04-2024,Cat Shampoo,Grooming,1365.88,Kolkata
ORD36539,31-07-2024,Pet Grooming Brush,Grooming,4132.91,Delhi
ORD24200,28-01-2026,Fish Food,Food,231.18,Bangalore
ORD34131,22-04-2024,Pet Blanket,Accessories,646.66,Ahmedabad
ORD19415,07-02-2025,Dog Leash,Accessories,590.97,Delhi
ORD95752,06-10-2025,Bird Food,Food,4534.46,Chennai
ORD67460,13-06-2025,Pet Nail Clipper,Grooming,280.69,Kolkata
ORD28999,19-01-2026,Dog Food,Food,375.61,Delhi
ORD13099,04-11-2024,Fish Tank,Habitat,1810.02,Delhi
ORD72155,28-09-2024,Chew Toy,Toys,269.92,Chennai
ORD13757,08-01-2025,Pet Nail Clipper,Grooming,605.61,Delhi
ORD82250,20-12-2025,Pet Grooming Brush,Grooming,4151.74,Visakhapatnam
ORD37228,04-09-2025,Pet Blanket,Accessories,624.23,Ahmedabad
ORD26432,04-01-2026,Pet Blanket,Accessories,3602.52,Pune
ORD45831,12-09-2024,Dog Shampoo,Grooming,1099.56,Hyderabad
ORD69180,24-11-2024,Dog Shampoo,Grooming,635.42,Kolkata
ORD60750,12-11-2025,Pet Carrier,Habitat,4452.75,Kolkata
ORD69678,03-06-2025,Dog Shampoo,Grooming,789.93,Chennai
ORD24230,12-05-2025,Cat Food,Food,3206.03,Bangalore
ORD71983,18-12-2024,Pet Nail Clipper,Grooming,3140.35,Delhi
ORD53708,07-06-2024,Cat Food,Food,4390.02,Bangalore
ORD60672,30-06-2024,Dog Shampoo,Grooming,4445.79,Coimbatore
ORD44236,23-02-2026,Cat Collar,Accessories,1405.75,Mumbai
ORD56193,06-09-2024,Cat Shampoo,Grooming,4319.26,Mumbai
ORD92330,03-03-2025,Pet Feeding Bowl,Accessories,3776.57,Bangalore
ORD63140,16-06-2025,Pet Feeding Bowl,Accessories,3062.11,Kolkata
ORD46009,31-07-2024,Dog Shampoo,Grooming,4648.08,Pune
ORD52680,12-09-2025,Bird Cage,Accessories,454.05,Pune
ORD97263,25-12-2025,Pet Feeding Bowl,Accessories,2691.85,Pune
ORD23729,22-01-2026,Pet Blanket,Accessories,768.62,Hyderabad
ORD62700,27-10-2025,Dog Toy Ball,Accessories,2963.66,Ahmedabad
ORD94957,16-05-2025,Pet Nail Clipper,Grooming,2655.64,Delhi
ORD37509,11-01-2025,Fish Tank,Habitat,2415.04,Ahmedabad
ORD41742,27-05-2024,Pet Blanket,Accessories,4801.29,Visakhapatnam
ORD47773,15-03-2024,Pet Feeding Bowl,Accessories,3827.12,Delhi
ORD62147,14-12-2025,Cat Shampoo,Grooming,2462.57,Coimbatore
ORD47841,07-07-2024,Dog Food,Food,4238.99,Pune
ORD61379,31-07-2025,Dog Leash,Accessories,3078.79,Chennai
ORD98163,12-10-2025,Dog Leash,Accessories,2210.68,Visakhapatnam
ORD63629,13-05-2025,Dog Toy Ball,Toys,2434.75,Pune
ORD84274,14-09-2024,Dog Toy Ball,Toys,3801.18,Coimbatore
ORD65609,01-10-2024,Pet Carrier,Habitat,3359.29,Delhi
ORD46144,17-05-2025,Cat Shampoo,Grooming,315.28,Kolkata
ORD42018,23-04-2025,Dog Shampoo,Grooming,1645.84,Delhi
ORD80121,23-03-2024,Pet Grooming Brush,Grooming,556.09,Pune
ORD15988,21-08-2024,Bird Cage,Habitat,829.84,Chennai
ORD27805,08-03-2026,Pet Grooming Brush,Grooming,4168.14,Pune
ORD88378,16-11-2024,Fish Tank,Habitat,4942.38,Mumbai
ORD40880,27-01-2026,Dog Shampoo,Grooming,3195.38,Coimbatore
ORD92159,09-01-2024,Dog Collar,Accessories,2341.53,Delhi
ORD73341,26-12-2024,Pet Nail Clipper,Grooming,2253.67,Pune
ORD90678,28-03-2024,Pet Nail Clipper,Grooming,707.3,Kolkata
ORD68535,15-08-2024,Pet Blanket,Accessories,2824.71,Mumbai
ORD47816,25-06-2025,Cat Shampoo,Grooming,911.06,Chennai
ORD29216,12-02-2026,Chew Toy,Toys,3491.96,Mumbai
ORD51682,08-04-2024,Cat Shampoo,Grooming,4790.61,Delhi
ORD34025,10-09-2024,Cat Shampoo,Grooming,2472.94,Visakhapatnam
ORD81647,13-09-2024,Dog Toy Ball,Toys,2891.97,Bangalore
ORD95070,27-05-2025,Dog Shampoo,Grooming,1541.29,Chennai
ORD50131,09-02-2024,Cat Toy Mouse,Toys,1968.92,Delhi
ORD36965,10-11-2025,Fish Tank,Habitat,582.74,Coimbatore
ORD82940,07-12-2024,Dog Shampoo,Grooming,3027.39,Kolkata
ORD52686,23-06-2025,Dog Collar,Accessories,986.44,Bangalore
ORD82881,16-02-2026,Pet Grooming Brush,Grooming,1920.01,Delhi
ORD79787,20-11-2025,Pet Blanket,Accessories,3789.1,Pune
ORD10833,09-06-2025,Pet Feeding Bowl,Accessories,3734.12,Pune
ORD41250,15-02-2025,Dog Leash,Accessories,4123.52,Ahmedabad
ORD70516,29-09-2025,Dog Food,Food,2078.85,Ahmedabad
ORD28553,23-01-2025,Cat Collar,Accessories,702.18,Pune
ORD41476,03-05-2024,Cat Collar,Accessories,651.21,Visakhapatnam
ORD52491,17-04-2024,Fish Food,Food,3163.23,Kolkata
ORD98671,23-04-2025,Cat Food,Food,1022.62,Mumbai
ORD42073,16-10-2025,Cat Food,Food,2731.75,Visakhapatnam
ORD44907,03-05-2024,Dog Toy Ball,Toys,2431.76,Visakhapatnam
ORD48252,11-02-2026,Cat Shampoo,Grooming,2970.2,Chennai
ORD75810,05-10-2024,Cat Collar,Accessories,1410.36,Chennai
ORD62033,11-02-2025,Bird Food,Food,655.34,Pune
ORD63352,16-01-2026,Chew Toy,Toys,3429.67,Kolkata
ORD61883,04-04-2024,Pet Nail Clipper,Grooming,4187.08,Pune
ORD32671,06-07-2024,Bird Food,Food,3347.96,Chennai
ORD32124,29-07-2024,Pet Grooming Brush,Grooming,1937.2,Ahmedabad
ORD91906,04-10-2025,Fish Tank,Habitat,1310.48,Kolkata
ORD79810,06-12-2025,Dog Toy Ball,Toys,2985.41,Delhi
ORD32299,29-03-2024,Cat Toy Mouse,Accessories,673.31,Bangalore
ORD69607,20-09-2024,Pet Grooming Brush,Accessories,231.92,Hyderabad
ORD60284,23-07-2024,Fish Tank,Habitat,2690.65,Ahmedabad
ORD68910,23-12-2024,Pet Blanket,Accessories,3046.39,Bangalore
ORD88389,10-06-2025,Cat Shampoo,Grooming,3906.36,Mumbai
ORD82739,28-11-2024,Fish Food,Food,449.14,Kolkata
ORD93525,18-05-2025,Fish Food,Food,4970.22,Mumbai
ORD20140,10-09-2024,Cat Collar,Accessories,2441.89,Chennai
ORD65029,27-07-2025,Pet Feeding Bowl,Accessories,825.33,Delhi
ORD39546,20-12-2025,Cat Collar,Accessories,4066.89,Hyderabad
ORD81880,31-12-2024,Bird Food,Food,4637.82,Hyderabad
ORD75822,30-08-2024,Dog Shampoo,Grooming,3727.51,Coimbatore
ORD75701,22-07-2024,Pet Blanket,Accessories,3990.44,Kolkata
ORD66243,09-01-2025,Dog Food,Food,505.17,Mumbai
ORD25986,24-10-2024,Pet Blanket,Accessories,4822.09,Bangalore
ORD26169,04-06-2025,Dog Collar,Accessories,4519.6,Kolkata
ORD20071,23-12-2024,Pet Feeding Bowl,Accessories,2102.03,Chennai
ORD50846,12-05-2025,Pet Feeding Bowl,Accessories,1586.51,Pune
ORD35393,13-01-2026,Pet Feeding Bowl,Accessories,2679.93,Visakhapatnam
ORD60141,04-04-2024,Pet Blanket,Accessories,1599.13,Coimbatore
ORD26792,28-03-2024,Pet Bed,Accessories,2004.84,Visakhapatnam
ORD87197,14-07-2025,Pet Grooming Brush,Grooming,4335.79,Visakhapatnam
ORD91219,13-06-2025,Pet Feeding Bowl,Accessories,387.5,Coimbatore
ORD64112,09-07-2024,Dog Leash,Accessories,4958.95,Bangalore
ORD46653,06-02-2024,Dog Collar,Accessories,1513.44,Ahmedabad
ORD12852,08-03-2025,Fish Tank,Habitat,1241.45,Pune
ORD17612,22-02-2025,Bird Cage,Habitat,1389.47,Mumbai
ORD88919,24-11-2024,Dog Collar,Accessories,1697.4,Ahmedabad
ORD52762,19-10-2025,Pet Feeding Bowl,Accessories,1803.1,Bangalore
ORD96787,21-03-2024,Dog Leash,Accessories,3669.05,Hyderabad
ORD91317,10-08-2025,Fish Tank,Habitat,4457.45,Chennai
ORD37142,16-03-2025,Dog Food,Food,1988.28,Pune
ORD35868,02-10-2024,Cat Food,Food,3083.74,Hyderabad
ORD53066,20-11-2025,Dog Food,Food,244.81,Visakhapatnam
ORD74292,17-04-2025,Fish Food,Food,1340.27,Coimbatore
ORD15064,20-10-2024,Dog Food,Food,243.7,Visakhapatnam
ORD78344,20-07-2025,Fish Food,Food,4668.44,Pune
ORD16814,19-02-2026,Pet Bed,Accessories,608.43,Ahmedabad
ORD59391,18-01-2025,Cat Collar,Accessories,3549.52,Chennai
ORD39444,03-04-2025,Cat Collar,Accessories,2216.03,Mumbai
ORD16591,05-08-2024,Pet Blanket,Accessories,3999.9,Mumbai
ORD33761,09-05-2025,Pet Feeding Bowl,Accessories,201.13,Coimbatore
ORD45855,15-07-2025,Bird Cage,Habitat,4313.37,Coimbatore
ORD87899,09-06-2024,Dog Collar,Accessories,1667.67,Chennai
ORD98537,28-10-2024,Pet Carrier,Habitat,2851.14,Ahmedabad
ORD54638,02-09-2024,Chew Toy,Toys,2431.76,Coimbatore
ORD96891,28-08-2024,Bird Food,Food,2183.02,Chennai
ORD19849,02-03-2025,Pet Nail Clipper,Accessories,1127.49,Bangalore
ORD48560,26-10-2025,Bird Food,Food,874.89,Pune
ORD31121,12-03-2025,Dog Shampoo,Grooming,1106.08,Pune
ORD75556,03-12-2024,Cat Collar,Accessories,3511.15,Ahmedabad
ORD82382,12-08-2024,Pet Feeding Bowl,Accessories,4404.1,Chennai
ORD71386,05-07-2024,Pet Bed,Accessories,2127.43,Coimbatore
ORD84995,04-03-2026,Pet Grooming Brush,Grooming,2200,Coimbatore
ORD33286,27-01-2025,Dog Food,Food,916.03,Pune
ORD31461,08-10-2024,Dog Food,Food,2206.93,Coimbatore
ORD68585,01-08-2025,Dog Toy Ball,Toys,280.77,Kolkata
ORD90451,20-12-2025,Pet Blanket,Accessories,202.31,Ahmedabad
ORD89248,06-01-2026,Dog Food,Food,2217.37,Bangalore
ORD64913,16-06-2025,Bird Food,Food,4036.55,Chennai
ORD91852,02-11-2025,Pet Bed,Accessories,4056.47,Chennai
ORD68815,19-01-2025,Dog Toy Ball,Accessories,1453.58,Coimbatore
ORD68602,13-02-2026,Dog Shampoo,Grooming,1453.31,Pune
ORD63371,20-08-2024,Chew Toy,Toys,3700.4,Pune
ORD45821,05-05-2025,Cat Food,Accessories,2058.28,Pune
ORD61000,28-08-2024,Dog Collar,Accessories,778.75,Mumbai
ORD88339,14-01-2025,Dog Collar,Accessories,1446.22,Visakhapatnam
ORD17057,20-06-2025,Cat Shampoo,Grooming,4254.59,Hyderabad
ORD77332,28-10-2024,Dog Toy Ball,Toys,353.24,Pune
ORD80503,24-01-2026,Cat Shampoo,Grooming,4031.36,Bangalore
ORD12677,25-01-2026,Bird Cage,Habitat,3724.91,Bangalore
ORD15742,26-02-2026,Pet Carrier,Habitat,3519.1,Chennai
ORD55020,16-09-2025,Fish Tank,Habitat,3508.6,Delhi
ORD48517,21-01-2026,Cat Collar,Accessories,3247.03,Delhi
ORD24146,05-10-2025,Cat Toy Mouse,Toys,2431.76,Chennai
ORD90748,28-07-2025,Dog Collar,Accessories,4648.38,Kolkata
ORD77399,27-03-2025,Pet Bed,Accessories,4774.2,Hyderabad
ORD39777,06-11-2024,Pet Feeding Bowl,Accessories,2535.6,Ahmedabad
ORD21114,07-06-2024,Fish Tank,Habitat,3766.47,Pune
ORD86896,19-02-2025,Cat Toy Mouse,Toys,3761.44,Pune
ORD36779,20-01-2025,Dog Collar,Accessories,3851.74,Visakhapatnam
ORD37624,19-04-2024,Fish Tank,Habitat,1679.56,Coimbatore
ORD29480,22-01-2025,Cat Collar,Accessories,654.94,Pune
ORD71052,28-03-2024,Dog Toy Ball,Toys,3891.41,Bangalore
ORD64413,04-10-2025,Pet Feeding Bowl,Accessories,2926.4,Ahmedabad
ORD96362,20-12-2024,Bird Food,Food,3858.76,Mumbai
ORD90639,04-05-2025,Bird Food,Food,2148.35,Chennai
ORD40982,16-03-2024,Dog Toy Ball,Toys,2431.76,Pune
ORD28732,14-09-2024,Dog Food,Food,203.03,Delhi
ORD38799,04-12-2024,Cat Collar,Accessories,816.6,Bangalore
ORD37390,20-05-2025,Dog Toy Ball,Toys,2322.49,Pune
ORD14281,28-09-2025,Chew Toy,Toys,3845.19,Mumbai
ORD27876,11-06-2025,Cat Food,Food,4447.13,Bangalore
ORD51917,12-03-2024,Pet Nail Clipper,Grooming,837.41,Ahmedabad
ORD92421,08-04-2025,Dog Toy Ball,Toys,3243.91,Pune
ORD55017,09-06-2025,Pet Carrier,Habitat,2468.34,Pune
ORD27768,30-09-2025,Dog Food,Accessories,2831.85,Bangalore
ORD31220,18-10-2025,Pet Nail Clipper,Grooming,2023.15,Chennai
ORD21424,28-04-2024,Pet Nail Clipper,Grooming,4987.64,Bangalore
ORD57690,25-06-2025,Pet Nail Clipper,Grooming,2911.77,Bangalore
ORD28009,07-09-2024,Dog Toy Ball,Toys,4167.59,Pune
ORD13687,03-01-2026,Dog Shampoo,Grooming,1738.45,Pune
ORD49459,08-05-2024,Dog Food,Food,4070.33,Chennai
ORD46531,30-12-2024,Dog Shampoo,Grooming,1285.3,Coimbatore
ORD80157,02-12-2024,Pet Feeding Bowl,Accessories,1788.36,Delhi
ORD56050,04-08-2024,Cat Toy Mouse,Toys,4142.3,Chennai
ORD82370,05-05-2025,Fish Food,Food,3335.38,Ahmedabad
ORD98515,30-04-2024,Bird Food,Food,1079.16,Coimbatore
ORD72808,27-04-2024,Pet Bed,Accessories,4720.5,Hyderabad
ORD30247,02-02-2025,Pet Feeding Bowl,Accessories,431.83,Delhi
ORD96879,01-10-2024,Dog Collar,Accessories,1755.34,Kolkata
ORD95462,29-07-2025,Pet Grooming Brush,Grooming,2736.12,Chennai
ORD53346,03-10-2025,Bird Cage,Habitat,1805.11,Kolkata
ORD95650,28-10-2025,Cat Food,Accessories,4664.62,Pune
ORD61924,09-11-2025,Pet Carrier,Habitat,1179.78,Delhi
ORD98378,15-03-2024,Dog Shampoo,Grooming,1489.36,Visakhapatnam
ORD59887,06-04-2025,Cat Collar,Accessories,1425.09,Chennai
ORD48248,01-09-2025,Cat Collar,Accessories,4376.17,Chennai
ORD88540,29-06-2025,Cat Collar,Accessories,4746.28,Ahmedabad
ORD98598,09-10-2025,Pet Grooming Brush,Grooming,3397.37,Chennai
ORD84252,02-11-2024,Pet Feeding Bowl,Accessories,403.16,Delhi
ORD10006,27-02-2025,Pet Nail Clipper,Grooming,3849.23,Pune
ORD48331,17-12-2024,Dog Leash,Accessories,3078.46,Kolkata
ORD68993,11-10-2024,Bird Cage,Habitat,2784.33,Bangalore
ORD45130,22-02-2026,Dog Food,Food,214.38,Pune
